"customerid","first_name","last_name","gender"
2446,"William","Seah","M"
2447,"Robert","Yip","M"
2448,"Natalie","Soh","F"
2449,"Sylvester","Seah","M"
2450,"Anna","Chua","F"
2451,"Steven","Yip","M"
2452,"Xander","Tan","M"
2453,"Jessica","Yip","F"
2454,"Angela","Chua","F"
2455,"Janet","Chan","F"
2456,"Sylvester","Yeo","M"
2457,"George","Yip","M"
2458,"Brenda","Lee","F"
2459,"Charles","Lim","M"
2460,"Lawrence","Low","M"
2461,"Christopher","Tan","M"
2462,"Roy","Chua","M"
2463,"Xander","Chua","M"
2464,"Rachel","Chan","F"
2465,"Vicky","Loh","F"
2466,"Ivy","Yip","F"
2467,"Nicholas","Yeo","M"
2468,"Michelle","Ng","F"
2469,"Angela","Chua","F"
2470,"Thomas","Low","M"
2471,"Jean","Tan","F"
2472,"Oliver","Yeo","M"
2473,"Oliver","Yip","M"
2474,"Jessica","Seah","F"
2475,"Kathy","Loh","F"
2476,"Brenda","Yip","F"
2477,"Alex","Lee","M"
2478,"Percy","Yip","M"
2479,"Shirley","Yeo","F"
2480,"Percy","Chua","M"
2481,"Lawrence","Chua","M"
2482,"Olinda","Yip","F"
2483,"Emily","Ho","F"
2484,"Steven","Lim","M"
2485,"Janet","Loh","F"
2486,"Gloria","Chua","F"
2487,"Emily","Choo","F"
2488,"Clara","Choo","F"
2489,"Eugene","Loh","M"
2490,"Ivy","Ng","F"
2491,"Paul","Yip","M"
2492,"Queenie","Tan","F"
2493,"Bob","Soh","M"
2494,"Robert","Yeo","M"
2495,"Gloria","Soh","F"
2496,"Patricia","Chan","F"
2497,"Patricia","Ho","F"
2498,"Steven","Wong","M"
2499,"David","Choo","M"
2500,"Zechary","Low","M"
2501,"Daniel","Chan","M"
2502,"Roger","Chua","M"
2503,"Brenda","Lim","F"
2504,"Violet","Wong","F"
2505,"Elliot","Ng","M"
2506,"Susan","Tan","F"
2507,"David","Ng","M"
2508,"Gary","Choo","M"
2509,"Jennifer","Wong","F"
2510,"John","Wong","M"
2511,"Susan","Lim","F"
2512,"Henry","Choo","M"
2513,"Joseph","Yip","M"
2514,"Lena","Chan","F"
2515,"Jean","Yeo","F"
2516,"Gary","Yip","M"
2517,"Stanley","Low","M"
2518,"Felicity","Low","F"
2519,"Ryan","Loh","M"
2520,"Alice","Choo","F"
2521,"Catherine","Chua","F"
2522,"Robert","Seah","M"
2523,"Elliot","Soh","M"
2524,"Cindy","Ho","F"
2525,"Sophie","Lim","F"
2526,"Julia","Low","F"
2527,"Thomas","Soh","M"
2528,"Jennifer","Soh","F"
2529,"Julia","Seah","F"
2530,"Amanda","Yip","F"
2531,"Sally","Chan","F"
2532,"George","Soh","M"
2533,"Ryan","Lim","M"
2534,"Diana","Loh","F"
2535,"Roy","Yeo","M"
2536,"Michael","Ng","M"
2537,"Paul","Ng","M"
2538,"Sophie","Loh","F"
2539,"Irene","Ng","F"
2540,"Regina","Chua","F"
2541,"Timothy","Chan","M"
2542,"Zechary","Yeo","M"
2543,"John","Soh","M"
2544,"Thomas","Tan","M"
2545,"Angela","Loh","F"
2546,"Janet","Loh","F"
2547,"Violet","Lee","F"
2548,"Vicky","Ho","F"
2549,"Roy","Chan","M"
2550,"Jean","Low","F"
2551,"Ryan","Seah","M"
2552,"Catherine","Low","F"
2553,"Regina","Yip","F"
2554,"Norman","Chua","M"
2555,"Nancy","Lim","F"
2556,"Shirley","Ho","F"
2557,"Joe","Lim","M"
2558,"Kathy","Yeo","F"
2559,"Clara","Yip","F"
2560,"Michael","Soh","M"
2561,"Wilma","Ng","F"
2562,"Brenda","Chua","F"
2563,"Alice","Soh","F"
2564,"Magdalene","Ng","F"
2565,"Tania","Seah","F"
2566,"Magdalene","Yip","F"
2567,"Sally","Ho","F"
2568,"Manfred","Lee","M"
2569,"Helen","Seah","F"
2570,"Kathy","Loh","F"
2571,"Bob","Low","M"
2572,"Amanda","Soh","F"
2573,"Irene","Wong","F"
2574,"Joseph","Low","M"
2575,"Oliver","Choo","M"
2576,"Roger","Chua","M"
2577,"Michelle","Lim","F"
2578,"Terence","Low","M"
2579,"Zoe","Choo","F"
2580,"Rachel","Tan","F"
2581,"Xena","Yip","F"
2582,"Thomas","Ng","M"
2583,"Karen","Lim","F"
2584,"Oliver","Lee","M"
2585,"Harry","Ng","M"
2586,"Julia","Chua","F"
2587,"Queenie","Ng","F"
2588,"Alex","Ho","M"
2589,"Christopher","Lee","M"
2590,"Mark","Low","M"
2591,"Lena","Soh","F"
2592,"Keith","Ng","M"
2593,"Emily","Yip","F"
2594,"Henry","Yeo","M"
2595,"Zoe","Yeo","F"
2596,"Vicky","Soh","F"
2597,"Julia","Choo","F"
2598,"Michael","Wong","M"
2599,"Bob","Seah","M"
2600,"Terence","Ng","M"
2601,"Cindy","Loh","F"
2602,"Oliver","Yeo","M"
2603,"Kathy","Ng","F"
2604,"Bob","Wong","M"
2605,"Jacqueline","Tan","F"
2606,"Pearlyn","Low","F"
2607,"Queenie","Chua","F"
2608,"Timothy","Ho","M"
2609,"Keith","Chua","M"
2610,"Joe","Lim","M"
2611,"Richard","Tan","M"
2612,"Tania","Loh","F"
2613,"Steven","Chua","M"
2614,"Angela","Ho","F"
2615,"Gloria","Lee","F"
2616,"Eugene","Ng","M"
2617,"Gloria","Wong","F"
2618,"Felicity","Ng","F"
2619,"Lena","Seah","F"
2620,"Manfred","Lee","M"
2621,"Anna","Ho","F"
2622,"Keith","Ho","M"
2623,"Joseph","Wong","M"
2624,"Elliot","Wong","M"
2625,"Angela","Low","F"
2626,"Stanley","Yeo","M"
2627,"Vincent","Seah","M"
2628,"Rachel","Chan","F"
2629,"Leonard","Lee","M"
2630,"Gloria","Ng","F"
2631,"Lawrence","Yip","M"
2632,"Janet","Choo","F"
2633,"Magdalene","Soh","F"
2634,"Lena","Lim","F"
2635,"Ruth","Yip","F"
2636,"Anna","Loh","F"
2637,"George","Loh","M"
2638,"Ivy","Low","F"
2639,"Grace","Wong","F"
2640,"Sylvester","Choo","M"
2641,"George","Ng","M"
2642,"Xena","Ng","F"
2643,"Percy","Wong","M"
2644,"Timothy","Loh","M"
2645,"Richard","Soh","M"
2646,"Violet","Choo","F"
2647,"Keith","Lee","M"
2648,"Felicity","Low","F"
2649,"Elizabeth","Wong","F"
2650,"Steven","Chua","M"
2651,"Jennifer","Yip","F"
2652,"Keith","Loh","M"
2653,"James","Seah","M"
2654,"Queenie","Seah","F"
2655,"Natalie","Tan","F"
2656,"Oliver","Tan","M"
2657,"Gary","Soh","M"
2658,"Nicholas","Yip","M"
2659,"Manfred","Wong","M"
2660,"Kathy","Chan","F"
2661,"Ryan","Soh","M"
2662,"Cindy","Seah","F"
2663,"Ryan","Wong","M"
2664,"Julia","Lim","F"
2665,"Xena","Soh","F"
2666,"Jacqueline","Tan","F"
2667,"Magdalene","Wong","F"
2668,"Clara","Tan","F"
2669,"Joe","Loh","M"
2670,"Jacqueline","Chan","F"
2671,"Julia","Chua","F"
2672,"Stanley","Yip","M"
2673,"Michael","Yeo","M"
2674,"Amanda","Ng","F"
2675,"Oliver","Wong","M"
2676,"Angela","Loh","F"
2677,"Vincent","Wong","M"
2678,"Xander","Lee","M"
2679,"Natalie","Lee","F"
2680,"Roger","Tan","M"
2681,"Gloria","Lee","F"
2682,"Vincent","Lim","M"
2683,"Regina","Seah","F"
2684,"Clara","Lee","F"
2685,"Thomas","Wong","M"
2686,"Amanda","Lim","F"
2687,"Xena","Chua","F"
2688,"Vincent","Tan","M"
2689,"Ellen","Lim","F"
2690,"Shirley","Loh","F"
2691,"Patricia","Lim","F"
2692,"Anna","Ng","F"
2693,"Terence","Ng","M"
2694,"Nancy","Yip","F"
2695,"Clara","Chan","F"
2696,"Cindy","Yeo","F"
2697,"Jacqueline","Loh","F"
2698,"Steven","Chua","M"
2699,"Paul","Chan","M"
2700,"Michelle","Lee","F"
2701,"Harry","Chua","M"
2702,"Natalie","Ng","F"
2703,"Shirley","Lee","F"
2704,"Xena","Ho","F"
2705,"Gloria","Wong","F"
2706,"Natalie","Ho","F"
2707,"Eugene","Ho","M"
2708,"Janet","Low","F"
2709,"Bob","Soh","M"
2710,"Grace","Chua","F"
2711,"Paul","Wong","M"
2712,"Elizabeth","Chua","F"
2713,"Jessica","Chan","F"
2714,"Harry","Lee","M"
2715,"Robert","Loh","M"
2716,"Patricia","Loh","F"
2717,"Mark","Ng","M"
2718,"Isaac","Seah","M"
2719,"Elliot","Ng","M"
2720,"Percy","Lee","M"
2721,"Keith","Ng","M"
2722,"Gloria","Yeo","F"
2723,"Daniel","Yip","M"
2724,"Uma","Wong","F"
2725,"Lawrence","Chan","M"
2726,"James","Chan","M"
2727,"Christopher","Yip","M"
2728,"Leonard","Choo","M"
2729,"Xander","Yeo","M"
2730,"Violet","Wong","F"
2731,"Zoe","Yip","F"
2732,"Joseph","Wong","M"
2733,"David","Loh","M"
2734,"Joseph","Soh","M"
2735,"Felicity","Seah","F"
2736,"Mark","Chua","M"
2737,"Ryan","Chua","M"
2738,"Vicky","Ng","F"
2739,"Angela","Lee","F"
2740,"Keith","Soh","M"
2741,"Sylvester","Ho","M"
2742,"George","Yip","M"
2743,"Norman","Ho","M"
2744,"Janet","Soh","F"
2745,"Felicity","Seah","F"
2746,"Elizabeth","Choo","F"
2747,"Ruth","Soh","F"
2748,"Grace","Lee","F"
2749,"Norman","Chua","M"
2750,"Roger","Wong","M"
2751,"Jean","Choo","F"
2752,"Regina","Wong","F"
2753,"Janet","Soh","F"
2754,"Vincent","Chua","M"
2755,"Janet","Lee","F"
2756,"James","Soh","M"
2757,"Xena","Soh","F"
2758,"Richard","Low","M"
2759,"Eugene","Ho","M"
2760,"Roger","Tan","M"
2761,"Jessica","Low","F"
2762,"Ruth","Chan","F"
2763,"Jessica","Low","F"
2764,"Zechary","Low","M"
2765,"Helen","Tan","F"
2766,"Vincent","Ng","M"
2767,"Helen","Ho","F"
2768,"Percy","Ng","M"
2769,"Keith","Low","M"
2770,"Cindy","Tan","F"
2771,"Gloria","Lee","F"
2772,"Elizabeth","Ho","F"
2773,"Diana","Low","F"
2774,"Brenda","Tan","F"
2775,"Nancy","Wong","F"
2776,"Henry","Seah","M"
2777,"Thomas","Soh","M"
2778,"Violet","Seah","F"
2779,"Xander","Lee","M"
2780,"George","Wong","M"
2781,"Jacqueline","Ng","F"
2782,"Helen","Wong","F"
2783,"Manfred","Lim","M"
2784,"Keith","Ng","M"
2785,"Stanley","Wong","M"
2786,"Keith","Tan","M"
2787,"Emily","Ho","F"
2788,"Olinda","Ng","F"
2789,"Gary","Seah","M"
2790,"Terence","Chua","M"
2791,"Clara","Seah","F"
2792,"Joseph","Ho","M"
2793,"Elliot","Chan","M"
2794,"Catherine","Lee","F"
2795,"Harry","Tan","M"
2796,"Karen","Chan","F"
2797,"Michelle","Loh","F"
2798,"Julia","Low","F"
2799,"Joe","Chua","M"
2800,"John","Lee","M"
2801,"James","Lee","M"
2802,"Xander","Ng","M"
2803,"Steven","Chan","M"
2804,"Susan","Ng","F"
2805,"Nancy","Tan","F"
2806,"Nicholas","Tan","M"
2807,"James","Lim","M"
2808,"John","Ho","M"
2809,"Natalie","Loh","F"
2810,"Jessica","Yeo","F"
2811,"Karen","Ho","F"
2812,"Henry","Yeo","M"
2813,"Jacqueline","Wong","F"
2814,"Tania","Chan","F"
2815,"Thomas","Low","M"
2816,"William","Yip","M"
2817,"Paul","Tan","M"
2818,"Shirley","Lim","F"
2819,"David","Lim","M"
2820,"Terence","Seah","M"
2821,"Felicity","Wong","F"
2822,"Grace","Lim","F"
2823,"Alex","Chua","M"
2824,"Roy","Ho","M"
2825,"Timothy","Ng","M"
2826,"Queenie","Yip","F"
2827,"Patricia","Yeo","F"
2828,"Violet","Wong","F"
2829,"Gary","Ng","M"
2830,"Angela","Chan","F"
2831,"Elliot","Seah","M"
2832,"Charles","Lee","M"
2833,"Zoe","Lim","F"
2834,"Elizabeth","Tan","F"
2835,"Robert","Soh","M"
2836,"Percy","Choo","M"
2837,"Sophie","Lim","F"
2838,"Ruth","Wong","F"
2839,"Jessica","Seah","F"
2840,"Joseph","Soh","M"
2841,"Joe","Ng","M"
2842,"Natalie","Loh","F"
2843,"Zechary","Lim","M"
2844,"Robert","Chua","M"
2845,"Helen","Tan","F"
2846,"William","Wong","M"
2847,"Norman","Chua","M"
2848,"Roger","Yeo","M"
2849,"Sylvester","Wong","M"
2850,"Jessica","Yeo","F"
2851,"Janet","Seah","F"
2852,"David","Ho","M"
2853,"Elizabeth","Low","F"
2854,"Kathy","Soh","F"
2855,"Nancy","Tan","F"
2856,"Shirley","Soh","F"
2857,"Nancy","Seah","F"
2858,"Michael","Yip","M"
2859,"Anna","Chua","F"
2860,"Leonard","Loh","M"
2861,"Olinda","Low","F"
2862,"Kathy","Loh","F"
2863,"Natalie","Loh","F"
2864,"Xander","Low","M"
2865,"Natalie","Chua","F"
2866,"Keith","Seah","M"
2867,"Ellen","Chua","F"
2868,"Tania","Lee","F"
2869,"James","Lee","M"
2870,"Irene","Seah","F"
2871,"Ivy","Ho","F"
2872,"Keith","Ho","M"
2873,"Manfred","Ng","M"
2874,"Karen","Seah","F"
2875,"Irene","Ho","F"
2876,"Christopher","Lim","M"
2877,"Jessica","Soh","F"
2878,"Rachel","Wong","F"
2879,"Ruth","Loh","F"
2880,"William","Lee","M"
2881,"Stanley","Choo","M"
2882,"Manfred","Lim","M"
2883,"Keith","Chan","M"
2884,"Keith","Low","M"
2885,"Lena","Wong","F"
2886,"Emily","Chan","F"
2887,"Steven","Ho","M"
2888,"Lawrence","Lee","M"
2889,"Michelle","Soh","F"
2890,"Olinda","Choo","F"
2891,"George","Soh","M"
2892,"Tania","Soh","F"
2893,"Roy","Ng","M"
2894,"Alice","Soh","F"
2895,"Felicity","Low","F"
2896,"Kathy","Chan","F"
2897,"George","Chua","M"
2898,"Olinda","Yip","F"
2899,"Ivy","Loh","F"
2900,"Emily","Chan","F"
2901,"Vicky","Ng","F"
2902,"Felicity","Ng","F"
2903,"Anna","Ng","F"
2904,"Clara","Seah","F"
2905,"Violet","Yeo","F"
2906,"Stanley","Tan","M"
2907,"Catherine","Chan","F"
2908,"Patricia","Loh","F"
2909,"Paul","Chan","M"
2910,"Grace","Soh","F"
2911,"John","Ho","M"
2912,"Charles","Soh","M"
2913,"Karen","Soh","F"
2914,"Robert","Wong","M"
2915,"Roy","Chua","M"
2916,"Zechary","Chan","M"
2917,"Joseph","Ho","M"
2918,"Frank","Loh","M"
2919,"Janet","Wong","F"
2920,"Jean","Chua","F"
2921,"Sophie","Chan","F"
2922,"Regina","Yip","F"
2923,"Christopher","Low","M"
2924,"Wilma","Low","F"
2925,"Grace","Lee","F"
2926,"Violet","Wong","F"
2927,"George","Seah","M"
2928,"George","Loh","M"
2929,"Clara","Tan","F"
2930,"George","Soh","M"
2931,"Queenie","Lee","F"
2932,"Sally","Lee","F"
2933,"Thomas","Choo","M"
2934,"Thomas","Lim","M"
2935,"Joe","Ng","M"
2936,"Henry","Seah","M"
2937,"Nicholas","Seah","M"
2938,"Steven","Choo","M"
2939,"Emily","Tan","F"
2940,"Henry","Lee","M"
2941,"Clara","Ho","F"
2942,"James","Loh","M"
2943,"Sylvester","Soh","M"
2944,"Elliot","Yeo","M"
2945,"Bob","Chua","M"
2946,"Irene","Ng","F"
2947,"Richard","Chua","M"
2948,"Shirley","Soh","F"
2949,"Janet","Ng","F"
2950,"Timothy","Wong","M"
2951,"Oliver","Loh","M"
2952,"Timothy","Ho","M"
2953,"Xena","Tan","F"
2954,"Keith","Soh","M"
2955,"Keith","Soh","M"
2956,"Jessica","Chua","F"
2957,"Karen","Seah","F"
2958,"Christopher","Loh","M"
2959,"Clara","Chua","F"
2960,"Henry","Low","M"
2961,"Susan","Wong","F"
2962,"Steven","Low","M"
2963,"Keith","Wong","M"
2964,"David","Ho","M"
2965,"Jessica","Yeo","F"
2966,"Zoe","Ho","F"
2967,"Grace","Chua","F"
2968,"Magdalene","Loh","F"
2969,"Catherine","Wong","F"
2970,"Violet","Ho","F"
2971,"Bob","Seah","M"
2972,"Frank","Tan","M"
2973,"Irene","Loh","F"
2974,"Norman","Wong","M"
2975,"Richard","Loh","M"
2976,"John","Yip","M"
2977,"Lawrence","Choo","M"
2978,"Roy","Low","M"
2979,"Uma","Ho","F"
2980,"Xena","Wong","F"
2981,"Helen","Tan","F"
2982,"Alice","Chua","F"
2983,"Terence","Ng","M"
2984,"Joe","Tan","M"
2985,"Roger","Seah","M"
2986,"Daniel","Yip","M"
2987,"Diana","Choo","F"
2988,"Cindy","Seah","F"
2989,"Jessica","Seah","F"
2990,"Stanley","Yeo","M"
2991,"James","Lee","M"
2992,"Steven","Yeo","M"
2993,"Felicity","Soh","F"
2994,"Catherine","Wong","F"
2995,"Charles","Yeo","M"
2996,"Henry","Wong","M"
2997,"Mark","Seah","M"
2998,"Lawrence","Ho","M"
2999,"Steven","Yip","M"
3000,"Catherine","Ng","F"
3001,"Sally","Ho","F"
3002,"Elliot","Ng","M"
3003,"Nancy","Tan","F"
3004,"Jean","Loh","F"
3005,"Uma","Chan","F"
3006,"Bob","Wong","M"
3007,"Kathy","Lee","F"
3008,"William","Lim","M"
3009,"Ruth","Ng","F"
3010,"Sophie","Lim","F"
3011,"John","Yip","M"
3012,"Angela","Tan","F"
3013,"Irene","Tan","F"
3014,"James","Wong","M"
3015,"Jacqueline","Choo","F"
3016,"Jessica","Ng","F"
3017,"Michelle","Lee","F"
3018,"Julia","Tan","F"
3019,"Keith","Wong","M"
3020,"Daniel","Yip","M"
3021,"Elizabeth","Yip","F"
3022,"Richard","Soh","M"
3023,"Leonard","Soh","M"
3024,"Keith","Seah","M"
3025,"Elizabeth","Tan","F"
3026,"William","Tan","M"
3027,"Jean","Chua","F"
3028,"Roger","Yeo","M"
3029,"Rachel","Soh","F"
3030,"Alice","Tan","F"
3031,"Jacqueline","Loh","F"
3032,"Magdalene","Chua","F"
3033,"Elizabeth","Ho","F"
3034,"Ivy","Tan","F"
3035,"Jacqueline","Low","F"
3036,"John","Wong","M"
3037,"Diana","Ng","F"
3038,"Patricia","Ng","F"
3039,"Manfred","Low","M"
3040,"Natalie","Loh","F"
3041,"William","Low","M"
3042,"Zechary","Soh","M"
3043,"Kathy","Low","F"
3044,"Zechary","Ho","M"
3045,"Clara","Loh","F"
3046,"Paul","Ho","M"
3047,"Julia","Seah","F"
3048,"Pearlyn","Chan","F"
3049,"Frank","Seah","M"
3050,"Richard","Lee","M"
3051,"Manfred","Loh","M"
3052,"Violet","Chan","F"
3053,"Sally","Ho","F"
3054,"Jacqueline","Loh","F"
3055,"Ivy","Yip","F"
3056,"Manfred","Yeo","M"
3057,"Vicky","Seah","F"
3058,"Irene","Wong","F"
3059,"Clara","Wong","F"
3060,"Lawrence","Yip","M"
3061,"Gary","Ng","M"
3062,"Michael","Yip","M"
3063,"Harry","Tan","M"
3064,"Susan","Yeo","F"
3065,"Stanley","Lim","M"
3066,"Alex","Choo","M"
3067,"Timothy","Low","M"
3068,"Manfred","Lee","M"
3069,"Violet","Yip","F"
3070,"Christopher","Chua","M"
3071,"Julia","Low","F"
3072,"Richard","Choo","M"
3073,"Sophie","Chan","F"
3074,"Karen","Lee","F"
3075,"Paul","Ng","M"
3076,"Robert","Wong","M"
3077,"Mark","Loh","M"
3078,"Manfred","Ho","M"
3079,"James","Chan","M"
3080,"Sophie","Chua","F"
3081,"Natalie","Ng","F"
3082,"Manfred","Tan","M"
3083,"Janet","Choo","F"
3084,"Brenda","Chua","F"
3085,"Nicholas","Wong","M"
3086,"Patricia","Yeo","F"
3087,"Joseph","Tan","M"
3088,"Charles","Lim","M"
3089,"Joseph","Lim","M"
3090,"Gloria","Lim","F"
3091,"Jacqueline","Tan","F"
3092,"Oliver","Lim","M"
3093,"Cindy","Choo","F"
3094,"Tania","Wong","F"
3095,"Magdalene","Lee","F"
3096,"Sylvester","Lee","M"
3097,"Violet","Wong","F"
3098,"Harry","Chua","M"
3099,"Vicky","Chua","F"
3100,"Robert","Choo","M"
3101,"Alex","Chua","M"
3102,"Jennifer","Wong","F"
3103,"Gloria","Seah","F"
3104,"Joe","Choo","M"
3105,"Vicky","Low","F"
3106,"Christopher","Yeo","M"
3107,"Robert","Loh","M"
3108,"Magdalene","Lim","F"
3109,"Thomas","Ng","M"
3110,"Joseph","Lee","M"
3111,"Cindy","Seah","F"
3112,"Richard","Loh","M"
3113,"Nancy","Chan","F"
3114,"Frank","Tan","M"
3115,"Steven","Loh","M"
3116,"Joseph","Lee","M"
3117,"Richard","Wong","M"
3118,"Amanda","Ng","F"
3119,"Michael","Low","M"
3120,"Zoe","Lim","F"
3121,"Regina","Seah","F"
3122,"William","Chan","M"
3123,"George","Lim","M"
3124,"Xena","Chan","F"
3125,"Magdalene","Ng","F"
3126,"Mark","Chan","M"
3127,"Keith","Ng","M"
3128,"Nancy","Tan","F"
3129,"Cindy","Loh","F"
3130,"Emily","Low","F"
3131,"Cindy","Soh","F"
3132,"John","Seah","M"
3133,"Olinda","Choo","F"
3134,"Jacqueline","Yip","F"
3135,"Rachel","Yeo","F"
3136,"Wilma","Choo","F"
3137,"David","Chan","M"
3138,"Jean","Soh","F"
3139,"Olinda","Lim","F"
3140,"Ellen","Wong","F"
3141,"Pearlyn","Lim","F"
3142,"Norman","Choo","M"
3143,"Wilma","Seah","F"
3144,"Magdalene","Loh","F"
3145,"Ryan","Ng","M"
3146,"Paul","Lee","M"
3147,"Timothy","Seah","M"
3148,"Anna","Choo","F"
3149,"Natalie","Tan","F"
3150,"Leonard","Chua","M"
3151,"Terence","Wong","M"
3152,"Ruth","Seah","F"
3153,"Ivy","Chua","F"
3154,"Susan","Wong","F"
3155,"Queenie","Choo","F"
3156,"Elizabeth","Ng","F"
3157,"Grace","Soh","F"
3158,"Keith","Loh","M"
3159,"Alex","Low","M"
3160,"Ellen","Tan","F"
3161,"Christopher","Wong","M"
3162,"David","Loh","M"
3163,"Vincent","Yeo","M"
3164,"Keith","Ho","M"
3165,"Keith","Low","M"
3166,"Henry","Chua","M"
3167,"Emily","Wong","F"
3168,"Stanley","Tan","M"
3169,"William","Ho","M"
3170,"Violet","Yip","F"
3171,"Julia","Soh","F"
3172,"Roger","Low","M"
3173,"Norman","Seah","M"
3174,"Grace","Choo","F"
3175,"Karen","Chan","F"
3176,"Queenie","Soh","F"
3177,"Percy","Chan","M"
3178,"George","Ho","M"
3179,"Grace","Chua","F"
3180,"Felicity","Yip","F"
3181,"Kathy","Loh","F"
3182,"Ivy","Lim","F"
3183,"Xander","Low","M"
3184,"Ruth","Lim","F"
3185,"Angela","Seah","F"
3186,"Irene","Lim","F"
3187,"Kathy","Ng","F"
3188,"Magdalene","Choo","F"
3189,"Oliver","Loh","M"
3190,"Ruth","Ng","F"
3191,"Robert","Chua","M"
3192,"Stanley","Yip","M"
3193,"John","Ng","M"
3194,"Karen","Chua","F"
3195,"Janet","Lim","F"
3196,"Percy","Lee","M"
3197,"Regina","Loh","F"
3198,"Frank","Choo","M"
3199,"George","Yip","M"
3200,"Ryan","Wong","M"
3201,"Isaac","Tan","M"
3202,"James","Lim","M"
3203,"Richard","Ho","M"
3204,"Clara","Low","F"
3205,"Anna","Yeo","F"
3206,"Lena","Tan","F"
3207,"Timothy","Yeo","M"
3208,"Sally","Yeo","F"
3209,"Violet","Low","F"
3210,"Julia","Ho","F"
3211,"Violet","Chan","F"
3212,"Zechary","Loh","M"
3213,"Zoe","Seah","F"
3214,"Olinda","Ho","F"
3215,"Harry","Loh","M"
3216,"Stanley","Tan","M"
3217,"Rachel","Chua","F"
3218,"Keith","Chan","M"
3219,"Roy","Soh","M"
3220,"Helen","Tan","F"
3221,"Diana","Loh","F"
3222,"Clara","Ng","F"
3223,"Shirley","Chan","F"
3224,"Lena","Lee","F"
3225,"Henry","Yeo","M"
3226,"Paul","Ho","M"
3227,"Lena","Seah","F"
3228,"Daniel","Yip","M"
3229,"Joe","Yip","M"
3230,"Jessica","Choo","F"
3231,"Pearlyn","Lim","F"
3232,"Diana","Choo","F"
3233,"Uma","Chua","F"
3234,"Jennifer","Seah","F"
3235,"Mark","Lee","M"
3236,"Isaac","Seah","M"
3237,"Karen","Seah","F"
3238,"Lawrence","Seah","M"
3239,"Xena","Soh","F"
3240,"Joseph","Yip","M"
3241,"Sylvester","Tan","M"
3242,"Jean","Seah","F"
3243,"Lawrence","Tan","M"
3244,"Ryan","Low","M"
3245,"Regina","Seah","F"
3246,"Sophie","Low","F"
3247,"Paul","Choo","M"
3248,"Julia","Ho","F"
3249,"Jean","Lim","F"
3250,"Michelle","Lim","F"
3251,"Amanda","Ho","F"
3252,"Felicity","Ng","F"
3253,"Joseph","Tan","M"
3254,"Robert","Choo","M"
3255,"Julia","Soh","F"
3256,"Diana","Chan","F"
3257,"Angela","Yeo","F"
3258,"Xena","Yeo","F"
3259,"George","Chua","M"
3260,"Julia","Wong","F"
3261,"Frank","Chan","M"
3262,"Catherine","Tan","F"
3263,"Daniel","Lee","M"
3264,"Joseph","Lim","M"
3265,"William","Wong","M"
3266,"Henry","Lim","M"
3267,"Angela","Lim","F"
3268,"Vincent","Ho","M"
3269,"George","Low","M"
3270,"Richard","Ho","M"
3271,"Magdalene","Tan","F"
3272,"Sophie","Lim","F"
3273,"James","Tan","M"
3274,"Irene","Wong","F"
3275,"Regina","Chan","F"
3276,"Steven","Lim","M"
3277,"Uma","Ho","F"
3278,"Natalie","Chan","F"
3279,"Norman","Lee","M"
3280,"Nicholas","Loh","M"
3281,"Tania","Yip","F"
3282,"Amanda","Lim","F"
3283,"Keith","Choo","M"
3284,"Elizabeth","Lim","F"
3285,"Karen","Tan","F"
3286,"Elizabeth","Ho","F"
3287,"Angela","Seah","F"
3288,"Jean","Tan","F"
3289,"Jean","Chua","F"
3290,"Karen","Yip","F"
3291,"Bob","Soh","M"
3292,"James","Lim","M"
3293,"Olinda","Low","F"
3294,"Irene","Wong","F"
3295,"Richard","Wong","M"
3296,"Joseph","Low","M"
3297,"Sophie","Ho","F"
3298,"Manfred","Yeo","M"
3299,"Gary","Chua","M"
3300,"Irene","Seah","F"
3301,"Magdalene","Seah","F"
3302,"Vicky","Chua","F"
3303,"Vicky","Chua","F"
3304,"Christopher","Low","M"
3305,"Violet","Choo","F"
3306,"Lawrence","Lee","M"
3307,"Charles","Yeo","M"
3308,"Nicholas","Chan","M"
3309,"Uma","Yeo","F"
3310,"Michelle","Choo","F"
3311,"James","Ho","M"
3312,"Clara","Seah","F"
3313,"Helen","Wong","F"
3314,"Keith","Chua","M"
3315,"Michelle","Ho","F"
3316,"Joe","Yeo","M"
3317,"Michelle","Yip","F"
3318,"Elizabeth","Yeo","F"
3319,"Mark","Soh","M"
3320,"John","Lee","M"
3321,"Jean","Ng","F"
3322,"Magdalene","Soh","F"
3323,"Xander","Seah","M"
3324,"Clara","Soh","F"
3325,"Magdalene","Soh","F"
3326,"Percy","Yip","M"
3327,"Daniel","Ho","M"
3328,"Tania","Chua","F"
3329,"Gary","Lee","M"
3330,"Eugene","Ho","M"
3331,"Sally","Loh","F"
3332,"Karen","Wong","F"
3333,"Michael","Low","M"
3334,"Felicity","Chua","F"
3335,"Clara","Loh","F"
3336,"Lena","Ng","F"
3337,"Tania","Seah","F"
3338,"Ryan","Yeo","M"
3339,"Daniel","Wong","M"
3340,"Zechary","Yip","M"
3341,"Brenda","Yeo","F"
3342,"Nancy","Seah","F"
3343,"Norman","Lee","M"
3344,"James","Tan","M"
3345,"Vincent","Loh","M"
3346,"Bob","Soh","M"
3347,"Percy","Soh","M"
3348,"Joe","Ho","M"
3349,"Eugene","Lim","M"
3350,"Elliot","Ho","M"
